original,pred_open,pred_high,pred_low
239.399994,254.3,246.2,244.74
231.449997,257.61,248.19,239.73
227.600006,236.98,239.13,238.91
234.649994,237.47,237.0,235.2
239.5,236.95,235.24,234.53
231.350006,231.26,230.4,231.36
211.800003,232.53,248.16,234.76
205.600006,252.3,247.47,251.25
215.199997,255.0,247.59,243.95
218.75,236.98,239.6,237.92
219.149994,236.98,235.37,232.03
220.300003,231.26,231.1,231.45
213.0,233.85,242.16,234.94
202.649994,236.98,235.37,231.38
198.350006,232.92,228.72,230.3
201.600006,231.72,230.89,218.85
201.550003,222.15,220.4,210.17
203.75,225.21,230.95,227.46
209.5,230.08,230.47,222.1
209.75,220.15,219.91,218.95
210.25,220.28,220.58,220.25
202.699997,220.9,221.1,220.9
204.600006,223.37,229.47,220.46
205.449997,231.26,230.66,231.54
195.100006,230.08,233.69,231.37
190.399994,235.34,230.28,226.31
190.550003,224.24,220.5,220.3
189.399994,222.5,229.6,218.85
194.550003,233.28,242.21,231.49
199.949997,243.05,242.16,243.24
216.050003,246.6,247.2,239.99
220.850006,244.7,285.79,245.56
229.5,278.0,278.62,274.44
230.050003,273.32,273.38,273.23
239.5,271.97,272.3,274.58
235.399994,272.61,272.96,272.68
246.350006,273.55,274.13,276.34
237.449997,272.72,272.75,272.55
246.449997,273.15,272.8,273.08
276.649994,273.55,277.56,275.95
264.200012,273.78,276.08,276.75
273.799988,272.86,283.14,283.47
290.75,283.0,276.94,282.09
279.200012,282.0,276.8,276.97
269.350006,275.6,277.0,276.8
259.899994,273.82,275.7,276.86
252.75,275.6,276.7,283.6
261.399994,283.46,282.23,281.94
270.450012,275.6,277.91,278.62
282.700012,274.48,276.5,281.11
283.25,272.0,272.0,272.51
286.75,273.79,273.43,273.16
274.200012,273.55,272.12,273.35
273.149994,273.15,272.8,273.25
279.049988,273.2,272.9,272.38
270.899994,271.62,270.57,273.08
267.299988,273.55,272.9,272.55
268.600006,271.7,272.8,273.08
262.649994,271.78,273.47,273.12
257.149994,276.31,274.02,272.51
266.200012,272.4,270.71,272.51
259.200012,271.26,270.85,271.3
259.200012,269.77,266.52,266.62
249.399994,272.81,267.48,273.16
244.75,271.44,269.0,270.98
262.350006,267.67,264.45,268.13
255.850006,262.61,261.32,264.97
254.699997,263.8,259.49,266.47
244.899994,262.74,260.8,263.63
242.050003,257.5,260.26,262.9
238.149994,257.77,256.15,259.99
250.399994,262.5,261.06,260.78
250.149994,262.78,259.54,265.71
264.100006,262.55,263.53,263.69
268.25,262.54,261.47,260.78
267.549988,259.61,260.0,260.0
275.899994,257.35,261.46,262.75
263.700012,262.74,267.05,265.25
256.700012,266.51,272.75,273.38
261.649994,271.86,281.08,275.48
264.100006,274.99,277.15,272.37
262.799988,271.65,272.2,274.44
264.350006,272.58,270.3,273.16
262.549988,273.55,272.97,273.35
264.899994,271.26,274.46,275.84
268.200012,276.55,275.78,278.31
269.149994,276.38,278.8,282.38
283.450012,281.0,275.7,282.58
280.899994,285.1,284.4,287.55
280.100006,282.51,278.18,285.01
272.0,282.94,297.65,290.77
269.0,299.9,302.45,297.59
265.450012,295.95,296.18,296.62
272.700012,302.47,306.87,300.76
259.75,302.63,302.5,303.36
256.350006,298.32,302.6,303.1
257.75,298.86,302.13,306.54
252.399994,314.24,305.7,305.95
245.899994,308.95,313.47,307.39
244.149994,307.33,306.25,306.25
241.75,306.0,306.06,307.15
227.399994,300.71,305.04,307.01
234.899994,305.85,310.6,310.6
230.350006,304.98,306.33,307.75
242.0,306.85,300.23,307.05
239.0,293.29,301.85,303.44
245.600006,300.62,306.06,307.03
242.5,307.37,306.78,306.16
249.699997,307.82,314.05,320.7
245.600006,314.45,313.78,316.66
249.199997,315.65,312.54,315.45
247.699997,305.74,321.42,323.65
245.699997,337.75,338.55,337.75
245.600006,340.22,329.85,335.72
248.199997,333.95,333.75,333.75
261.700012,336.8,336.8,342.43
255.100006,332.9,332.7,332.7
267.799988,333.2,333.2,333.2
258.200012,341.28,349.85,342.72
252.300003,364.65,364.65,364.65
252.800003,359.75,347.95,349.94
260.0,357.95,351.36,342.35
253.699997,345.15,351.36,349.82
251.300003,350.78,354.65,348.4
257.299988,353.15,353.15,349.75
272.600006,349.6,354.65,354.85
260.799988,349.21,347.0,349.94
252.699997,350.49,349.45,350.21
246.399994,354.84,373.35,373.35
251.0,372.5,372.4,372.5
248.699997,369.3,369.3,369.3
242.0,357.34,372.8,372.8
241.300003,352.4,352.4,352.4
249.899994,354.8,355.0,354.14
260.100006,355.1,355.1,365.72
264.299988,353.8,348.81,354.85
257.399994,350.05,350.05,350.05
269.799988,345.54,348.49,341.76
280.200012,330.45,330.45,330.45
273.200012,320.89,332.88,335.43
287.399994,341.05,338.55,343.45
285.399994,345.15,342.37,345.15
282.5,357.18,358.7,354.82
269.600006,351.15,353.98,345.71
255.800003,357.95,354.56,357.37
262.399994,356.01,346.15,346.15
261.899994,352.49,349.28,363.2
266.799988,367.95,367.95,367.95
268.899994,222.15,220.4,216.87
261.5,204.5,199.26,205.4
250.899994,190.24,189.73,197.43
252.399994,184.91,184.23,185.82
251.100006,186.39,189.65,179.6
253.199997,189.69,189.72,189.1
255.0,186.04,188.97,186.6
260.899994,185.91,183.6,185.45
247.699997,187.02,183.6,185.45
244.5,181.35,189.71,183.94
244.600006,189.69,189.16,183.81
250.0,183.7,185.53,183.38
239.5,182.0,179.63,183.15
241.600006,185.78,195.55,183.25
239.0,200.25,202.03,202.23
240.5,205.17,202.22,198.03
