original,pred_open,pred_high,pred_low
81.550003,78.52,90.76,84.87
78.800003,80.54,92.06,85.02
78.099998,78.77,89.42,83.73
79.262497,76.55,86.6,81.28
80.050003,73.97,84.06,81.52
79.137497,76.3,88.78,83.72
78.699997,79.96,89.43,86.15
78.612503,75.95,86.04,82.43
79.474998,76.12,85.6,82.8
78.550003,77.08,88.85,84.46
78.087502,81.55,91.41,86.27
76.650002,79.84,89.26,86.04
73.487503,80.16,89.71,86.31
76.599998,79.92,90.12,86.25
73.175003,80.86,89.85,86.14
74.712502,79.29,89.06,83.26
75.949997,77.28,88.81,83.96
77.025002,79.18,91.13,84.19
76.762497,79.5,89.03,84.19
76.800003,77.5,86.55,82.62
77.987503,76.06,85.6,83.34
78.449997,77.27,87.15,84.63
77.625,77.78,87.56,84.41
77.175003,78.15,86.55,84.41
77.449997,77.77,86.69,83.26
79.387497,75.85,85.3,83.16
77.675003,76.82,86.56,83.7
76.300003,77.65,86.45,83.72
75.0,76.66,85.16,81.93
74.800003,74.63,83.45,81.32
72.512497,74.05,83.9,81.59
69.862503,74.84,85.76,82.34
68.324997,76.5,86.55,83.41
70.400002,76.79,89.26,84.18
70.349998,79.95,88.87,84.92
71.1875,77.83,86.74,83.34
72.449997,76.41,87.17,83.82
70.712502,76.9,85.67,82.23
72.099998,75.25,84.91,82.73
72.5625,76.29,88.14,83.71
71.737503,79.59,90.52,86.61
71.887497,77.89,87.06,84.32
72.199997,77.84,92.8,85.17
72.675003,83.31,93.78,89.59
75.425003,83.63,93.9,89.2
75.762497,82.17,95.95,89.25
75.337502,86.2,96.64,90.67
75.75,84.26,94.49,89.93
75.9375,83.11,93.21,87.3
76.837502,81.9,92.06,88.91
75.949997,82.49,93.76,89.55
75.275002,83.85,98.99,90.74
75.474998,89.24,100.65,95.45
74.849998,91.9,103.71,97.06
75.712502,90.85,101.83,94.6
73.087502,90.2,102.85,96.1
73.637497,91.88,104.9,97.02
73.487503,94.37,105.55,97.84
72.949997,92.41,103.54,97.41
73.650002,91.42,103.67,97.43
76.400002,93.51,107.3,99.48
74.9375,93.39,105.69,99.24
75.824997,93.39,104.37,93.41
77.537498,87.76,98.48,91.66
77.862503,85.38,98.31,91.67
77.837502,88.46,99.17,92.92
75.787498,86.08,97.6,92.44
76.199997,87.02,97.35,89.54
73.262497,82.47,92.81,86.98
71.650002,81.67,92.4,86.33
72.3125,78.77,91.38,84.65
72.275002,80.99,91.96,86.25
73.337502,79.37,94.15,86.21
73.0,85.38,95.89,90.62
73.625,84.41,95.11,89.47
71.462502,82.8,100.16,89.84
71.087502,89.57,100.63,94.14
70.9375,88.84,101.3,93.73
70.5,87.17,99.61,91.9
69.137497,88.62,98.73,92.04
67.512497,86.07,97.86,89.45
66.612503,83.63,95.88,90.22
65.112503,90.95,102.44,94.52
65.037498,88.5,98.46,92.58
62.674999,86.53,96.78,90.74
62.962502,84.83,94.45,88.68
63.25,82.16,92.77,88.85
62.075001,83.14,93.3,89.24
60.162498,82.43,92.54,89.02
60.162498,83.16,94.86,90.19
58.724998,84.64,95.79,91.52
54.762501,85.81,97.21,92.36
55.650002,85.71,98.31,92.46
55.450001,87.75,99.04,93.67
55.862499,88.73,100.17,93.99
58.6875,87.8,98.48,90.85
59.150002,84.35,94.08,86.77
59.150002,80.81,92.4,86.53
56.424999,82.87,92.46,88.18
56.099998,82.66,93.08,88.56
56.3125,81.86,92.12,86.67
54.25,79.37,88.99,85.26
54.875,79.35,89.43,86.6
54.787498,80.21,89.29,86.38
55.5625,79.48,89.5,85.68
55.924999,79.13,88.57,85.68
56.837502,79.48,90.51,86.48
57.362499,83.14,97.15,89.79
56.287498,86.6,96.27,90.17
57.1875,83.22,92.8,87.94
56.337502,81.92,90.9,87.07
56.1875,80.21,90.05,87.25
56.424999,80.71,89.94,86.84
55.799999,80.2,90.53,86.5
55.0625,79.95,91.13,87.16
55.837502,80.66,89.91,86.94
53.25,80.68,90.11,87.01
48.862499,80.7,89.63,86.06
51.224998,78.5,87.9,83.16
48.887501,75.83,85.71,82.57
48.262501,74.87,84.7,80.58
48.587502,75.23,85.16,82.71
48.224998,76.73,86.04,84.05
48.862499,77.41,86.32,84.41
48.875,77.88,86.7,84.32
50.0625,77.23,85.98,82.65
50.200001,75.97,84.36,82.28
53.712502,75.92,85.9,83.05
52.612499,77.38,86.21,83.43
52.012501,76.91,85.95,83.63
52.575001,76.97,86.84,83.89
52.787498,78.24,87.01,84.58
52.424999,77.61,87.71,84.62
53.3125,78.62,87.35,84.11
53.674999,77.3,86.49,83.63
52.025002,77.76,88.71,84.46
51.9375,80.14,89.15,85.48
52.424999,79.01,88.02,85.57
52.349998,78.99,88.53,85.79
52.575001,78.39,87.58,84.88
51.712502,77.83,87.15,84.02
52.6875,77.52,86.97,84.11
55.599998,77.54,86.84,84.54
58.012501,78.65,87.1,84.96
55.875,77.65,86.04,83.33
57.3125,76.32,85.59,83.43
57.137501,77.01,85.32,82.95
58.237499,76.55,86.18,83.44
57.962502,76.79,86.96,83.63
58.325001,78.15,89.83,85.41
57.549999,81.18,91.41,86.82
58.512501,80.45,89.15,85.15
55.924999,78.67,87.42,83.72
55.299999,76.45,86.93,83.42
54.887501,77.76,89.28,84.04
53.987499,77.04,86.02,82.59
51.737499,75.07,83.2,80.96
52.8125,73.58,82.19,78.43
51.962502,71.87,81.46,79.36
51.162498,73.83,82.15,79.92
51.9375,72.78,81.73,78.37
52.887501,71.42,82.22,79.11
53.112499,73.61,85.44,79.82
52.612499,77.1,88.94,84.18
51.9375,79.24,88.1,84.22
52.012501,77.52,86.73,83.96
51.487499,78.74,87.25,83.27
50.599998,76.33,85.05,82.89
50.162498,76.17,84.19,82.35
49.512501,75.85,85.7,82.71
49.962502,78.45,91.65,85.33
49.775002,81.01,92.57,87.09
50.8125,83.14,92.48,85.56
50.5625,78.99,89.94,85.81
49.799999,81.06,90.42,86.8
49.799999,80.7,89.66,86.11
49.987499,80.12,89.91,85.57
49.674999,78.62,89.37,85.86
50.049999,80.59,89.56,85.53
50.512501,78.99,88.88,85.96
51.474998,79.89,90.42,86.33
54.012501,81.17,91.1,87.7
54.037498,81.43,91.68,87.68
52.525002,81.2,90.67,86.48
53.325001,79.83,88.74,86.25
50.775002,79.48,90.22,86.31
49.737499,80.7,90.93,87.54
49.400002,81.44,91.69,87.68
49.525002,81.06,90.84,86.11
50.762501,80.93,91.69,87.63
51.200001,82.52,97.18,89.58
50.325001,86.01,96.98,92.58
49.700001,85.96,97.21,92.59
50.150002,87.09,97.04,92.96
51.462502,86.55,100.17,92.98
50.25,88.45,99.33,93.51
49.912498,87.53,98.42,93.38
50.025002,86.55,99.04,93.38
50.262501,87.3,98.69,93.15
50.887501,86.07,96.67,90.25
50.5625,84.6,95.13,90.25
50.587502,82.98,93.95,89.52
51.337502,82.99,93.43,89.12
51.3125,82.88,94.6,89.51
52.162498,85.2,96.1,91.45
51.087502,85.47,95.93,89.28
51.512501,82.97,92.24,87.25
50.650002,81.54,92.16,87.53
49.8125,81.67,91.78,87.87
49.424999,81.18,94.15,87.76
49.25,85.69,95.42,90.2
50.650002,84.94,94.79,90.21
